ID,name,ItemFolder,NoHItemFolder,itemPic,itemBack,itemType,DisplayType,ShowInBackpack,Rarity,Race,MaxLimit,ActionFunc,ItemUpperCap,ItemDesc,ItemEffect,,,,,,,,,,,,,,
Food_Other_97,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:2;GetItem:Item_Attr_DEX:2;GetItem:Item_Attr_INT:2;GetItem:Item_Attr_FoodEnergy:1200;GetItem:Item_Attr_CookEXP:4,,研究的失敗品。\n衝突的食材讓料理變成了焦黑的不明物質。\n無法保證吃下會發生什麼事......,#N/A,,,,,,,,,,,,,,
Food_Other_98,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:5;GetItem:Item_Attr_DEX:5;GetItem:Item_Attr_INT:5;GetItem:Item_Attr_FoodEnergy:2500;GetItem:Item_Attr_CookEXP:5,,研究的失敗品。\n衝突的食材讓料理變成了焦黑的不明物質。\n無法保證吃下會發生什麼事......,#N/A,,,,,,,,,,,,,,
Food_Other_99,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:10;GetItem:Item_Attr_DEX:10;GetItem:Item_Attr_INT:10;GetItem:Item_Attr_FoodEnergy:5000;GetItem:Item_Attr_CookEXP:6,,研究的失敗品。\n衝突的食材讓料理變成了焦黑的不明物質。\n無法保證吃下會發生什麼事......,#N/A,166,,,,,,,,,,,,,
Food_Other_1_S,營養膏,3_dishes,,Food_Other_1,item_bg_01,Food,None,,1,Food,-1,ReceiveHPPercent:0.5;GetItem:Item_Attr_CookEXP:1;DeleteItem:Item_Attr_Emotion:15,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_2_S,摩摩喳喳,3_dishes,,Food_Other_2,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:23;GetItem:Item_Attr_DEX:30;GetItem:Item_Attr_INT:23;GetItem:Item_Attr_FoodEnergy:12000;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:CExpRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_3_S,元素咖哩,3_dishes,,Food_Other_3,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:60;GetItem:Item_Attr_DEX:120;GetItem:Item_Attr_INT:60;GetItem:Item_Attr_FoodEnergy:108000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9;AddBuff:HP_Recover:ByExplore:3:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_4_S,沙威核,3_dishes,,Food_Other_4,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:225;GetItem:Item_Attr_DEX:150;GetItem:Item_Attr_INT:75;GetItem:Item_Attr_MaxFoodEnergy:80000;GetItem:Item_Attr_FoodEnergy:270000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150;AddBuff:HP_Recover:ByExplore:3:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_5_S,大爆炸彩虹果凍,3_dishes,,Food_Other_5,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:300;GetItem:Item_Attr_DEX:300;GetItem:Item_Attr_INT:300;GetItem:Item_Attr_MaxFoodEnergy:70000;GetItem:Item_Attr_FoodEnergy:375000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_11_S,宇宙薯濃湯,3_dishes,,Food_Veggies_11,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_STR:6;GetItem:Item_Attr_DEX:5;GetItem:Item_Attr_FoodEnergy:1800;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_12_S,羅宋湯,3_dishes,,Food_Veggies_12,item_bg_03,Food,None,,3,Food,-1,GetItem:Item_Attr_STR:6;GetItem:Item_Attr_DEX:14;GetItem:Item_Attr_FoodEnergy:3600;GetItem:Item_Attr_CookEXP:3;GetItem:Item_Attr_Emotion:5;AddBuff:HP_Recover:ByExplore:1:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_13_S,瑪格莉特披薩,3_dishes,,Food_Veggies_13,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_DEX:12;GetItem:Item_Attr_INT:18;GetItem:Item_Attr_FoodEnergy:4500;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:MExpRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_14_S,咖哩囊餅,3_dishes,,Food_Veggies_14,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_DEX:24;GetItem:Item_Attr_INT:53;GetItem:Item_Attr_FoodEnergy:18000;GetItem:Item_Attr_CookEXP:5;GetItem:Item_Attr_Emotion:8,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_15_S,法式蔬菜凍,3_dishes,,Food_Veggies_15,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:60;GetItem:Item_Attr_DEX:38;GetItem:Item_Attr_INT:45;GetItem:Item_Attr_FoodEnergy:27000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9;AddBuff:SmoothRate:ByHModeRound:10:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Veggies_16_S,水果之王聖代,3_dishes,,Food_Veggies_16,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_DEX:120;GetItem:Item_Attr_INT:60;GetItem:Item_Attr_MaxFoodEnergy:24000;GetItem:Item_Attr_FoodEnergy:84000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_21_S,歐姆蛋包飯,3_dishes,,Food_Meat_21,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_STR:12;GetItem:Item_Attr_DEX:8;GetItem:Item_Attr_FoodEnergy:3600;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_22_S,肉排三明治,3_dishes,,Food_Meat_22,item_bg_03,Food,None,,3,Food,-1,GetItem:Item_Attr_STR:18;GetItem:Item_Attr_DEX:12;GetItem:Item_Attr_FoodEnergy:6300;GetItem:Item_Attr_CookEXP:3;GetItem:Item_Attr_Emotion:5,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_24_S,小籠湯包,3_dishes,,Food_Meat_24,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:15;GetItem:Item_Attr_DEX:15;GetItem:Item_Attr_INT:15;GetItem:Item_Attr_FoodEnergy:12000;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:HP_Recover:ByExplore:2:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_26_S,握壽司,3_dishes,,Food_Meat_26,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:128;GetItem:Item_Attr_FoodEnergy:21000;GetItem:Item_Attr_CookEXP:5;GetItem:Item_Attr_Emotion:8;AddBuff:Anti_Spike:ByExplore:2:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_27_S,火元素烤肉,3_dishes,,Food_Meat_27,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:188;GetItem:Item_Attr_DEX:90;GetItem:Item_Attr_FoodEnergy:120000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9;AddBuff:Anti_Lava:ByExplore:2:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_28_S,閃光渡渡鳥親子丼,3_dishes,,Food_Meat_28,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:15;GetItem:Item_Attr_DEX:30;GetItem:Item_Attr_MaxFoodEnergy:5000;GetItem:Item_Attr_FoodEnergy:15000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Meat_29_S,傳說牛燒肉盛合,3_dishes,,Food_Meat_29,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:23;GetItem:Item_Attr_DEX:23;GetItem:Item_Attr_INT:30;GetItem:Item_Attr_MaxFoodEnergy:8000;GetItem:Item_Attr_FoodEnergy:27000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_31_S,酥炸宇宙蝗蟲,3_dishes,,Food_Insects_31,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_DEX:12;GetItem:Item_Attr_FoodEnergy:750;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_32_S,麻辣小龍蟹,3_dishes,,Food_Insects_32,item_bg_03,Food,None,,3,Food,-1,GetItem:Item_Attr_DEX:45;GetItem:Item_Attr_FoodEnergy:7500;GetItem:Item_Attr_CookEXP:3;GetItem:Item_Attr_Emotion:5;AddBuff:AExpRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_33_S,蜜蜂飲料,3_dishes,,Food_Insects_33,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_DEX:45;GetItem:Item_Attr_INT:30;GetItem:Item_Attr_FoodEnergy:13500;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:HP_Recover:ByExplore:3:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_34_S,酸辣蝦蛄湯,3_dishes,,Food_Insects_34,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:68;GetItem:Item_Attr_DEX:30;GetItem:Item_Attr_INT:30;GetItem:Item_Attr_FoodEnergy:15000;GetItem:Item_Attr_CookEXP:5;GetItem:Item_Attr_Emotion:8;AddBuff:Anti_Spike:ByExplore:1:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_35_S,甲羅燒,3_dishes,,Food_Insects_35,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:75;GetItem:Item_Attr_DEX:75;GetItem:Item_Attr_INT:60;GetItem:Item_Attr_FoodEnergy:60000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Insects_36_S,大王具足蟲焗烤佐蟲汁果凍,3_dishes,,Food_Insects_36,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:120;GetItem:Item_Attr_DEX:120;GetItem:Item_Attr_INT:90;GetItem:Item_Attr_MaxFoodEnergy:44000;GetItem:Item_Attr_FoodEnergy:150000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_41_S,涼拌螢光水母,3_dishes,,Food_Mollusk_41,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_INT:12;GetItem:Item_Attr_FoodEnergy:600;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_42_S,焗烤蝸牛,3_dishes,,Food_Mollusk_42,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_STR:8;GetItem:Item_Attr_INT:5;GetItem:Item_Attr_FoodEnergy:750;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3;AddBuff:SmoothRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_43_S,烤魷魚,3_dishes,,Food_Mollusk_43,item_bg_03,Food,None,,3,Food,-1,GetItem:Item_Attr_DEX:12;GetItem:Item_Attr_INT:18;GetItem:Item_Attr_FoodEnergy:3000;GetItem:Item_Attr_CookEXP:3;GetItem:Item_Attr_Emotion:5,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_44_S,章魚燒,3_dishes,,Food_Mollusk_44,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_DEX:9;GetItem:Item_Attr_INT:33;GetItem:Item_Attr_FoodEnergy:9000;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:Anti_Miasma:ByExplore:1:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_45_S,生牡蠣,3_dishes,,Food_Mollusk_45,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:60;GetItem:Item_Attr_INT:68;GetItem:Item_Attr_FoodEnergy:24000;GetItem:Item_Attr_CookEXP:5;GetItem:Item_Attr_Emotion:8;AddBuff:VExpRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_46_S,佛跳牆,3_dishes,,Food_Mollusk_46,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:60;GetItem:Item_Attr_DEX:75;GetItem:Item_Attr_INT:90;GetItem:Item_Attr_FoodEnergy:90000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Mollusk_47_S,黃金烤蝸牛沙拉,3_dishes,,Food_Mollusk_47,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:18;GetItem:Item_Attr_INT:12;GetItem:Item_Attr_MaxFoodEnergy:3000;GetItem:Item_Attr_FoodEnergy:7500;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_51_S,炭烤星幻菇,3_dishes,,Food_Fungus_51,item_bg_02,Food,None,,2,Food,-1,GetItem:Item_Attr_DEX:14;GetItem:Item_Attr_INT:6;GetItem:Item_Attr_FoodEnergy:1200;GetItem:Item_Attr_CookEXP:2;GetItem:Item_Attr_Emotion:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_52_S,藍紋起司餅乾,3_dishes,,Food_Fungus_52,item_bg_03,Food,None,,3,Food,-1,GetItem:Item_Attr_INT:30;GetItem:Item_Attr_FoodEnergy:3300;GetItem:Item_Attr_CookEXP:3;GetItem:Item_Attr_Emotion:5;AddBuff:BExpRate:ByHModeRound:5:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_53_S,松茸飯,3_dishes,,Food_Fungus_53,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_DEX:18;GetItem:Item_Attr_INT:27;GetItem:Item_Attr_FoodEnergy:18000;GetItem:Item_Attr_CookEXP:4;GetItem:Item_Attr_Emotion:6;AddBuff:Anti_Miasma:ByExplore:2:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_54_S,香菇牛排,3_dishes,,Food_Fungus_54,item_bg_04,Food,None,,4,Food,-1,GetItem:Item_Attr_STR:90;GetItem:Item_Attr_INT:105;GetItem:Item_Attr_FoodEnergy:72000;GetItem:Item_Attr_CookEXP:5;GetItem:Item_Attr_Emotion:8;AddBuff:HP_Recover:ByExplore:3:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_55_S,黑松露酥皮湯,3_dishes,,Food_Fungus_55,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_STR:75;GetItem:Item_Attr_DEX:60;GetItem:Item_Attr_INT:150;GetItem:Item_Attr_FoodEnergy:90000;GetItem:Item_Attr_CookEXP:6;GetItem:Item_Attr_Emotion:9;AddBuff:Anti_Lava:ByExplore:1:1,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Fungus_56_S,冬蟲夏草飛龍鍋,3_dishes,,Food_Fungus_56,item_bg_05,Food,None,,5,Food,-1,GetItem:Item_Attr_DEX:45;GetItem:Item_Attr_INT:75;GetItem:Item_Attr_MaxFoodEnergy:14000;GetItem:Item_Attr_FoodEnergy:48000;GetItem:Item_Attr_CookEXP:7;GetItem:Item_Attr_Emotion:150,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_95_S,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_FoodEnergy:300;GetItem:Item_Attr_CookEXP:2,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_96_S,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:2;GetItem:Item_Attr_DEX:2;GetItem:Item_Attr_INT:2;GetItem:Item_Attr_FoodEnergy:750;GetItem:Item_Attr_CookEXP:3,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_97_S,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:3;GetItem:Item_Attr_DEX:3;GetItem:Item_Attr_INT:3;GetItem:Item_Attr_FoodEnergy:1800;GetItem:Item_Attr_CookEXP:4,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_98_S,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:8;GetItem:Item_Attr_DEX:8;GetItem:Item_Attr_INT:8;GetItem:Item_Attr_FoodEnergy:3750;GetItem:Item_Attr_CookEXP:5,,#N/A,#N/A,166,,,,,,,,,,,,,
Food_Other_99_S,失敗作,3_dishes,,Food_Other_99,item_bg_01,Food,None,,1,Food,-1,GetItem:Item_Attr_STR:15;GetItem:Item_Attr_DEX:15;GetItem:Item_Attr_INT:15;GetItem:Item_Attr_FoodEnergy:7500;GetItem:Item_Attr_CookEXP:6,,#N/A,#N/A,166,,,,,,,,,,,,,
Item_Emotion_Usage_1,自製零食,1_General,,item_TEST_26,item_bg_01,Consumables,Show,Consumables,1,H_Consumables,-1,GetItem:Item_Attr_Emotion:4,,從寢子商店購入材料後自製的小點心，能讓{flag=Flag_AVG_Heroine_Name}的心情些微提升。\n為避免{flag=Flag_AVG_Heroine_Name}偷吃，包裝中混有營養膏口味的版本。,使用後，可使波奇Q的心情+4,,,,,,,,,,,,,,
Item_Emotion_Usage_2,自製磨牙骨,1_General,,item_TEST_27,item_bg_02,Consumables,Show,Consumables,2,H_Consumables,-1,GetItem:Item_Attr_Emotion:6,,從寢子商店購入材料後製作給{flag=Flag_AVG_Heroine_Name}打發時間啃著玩的自製磨牙骨。\n唯一問題是，不管做得多堅硬都會馬上被咬碎。,使用後，可使波奇Q的心情+6,,,,,,,,,,,,,,
Item_Emotion_Usage_3,自製便當,1_General,,item_TEST_28,item_bg_03,Consumables,Show,Consumables,3,H_Consumables,-1,GetItem:Item_Attr_Emotion:10,,從寢子商店購入材料後親手製作的便當，原本用途是給{flag=Flag_AVG_Heroine_Name}探索時補充能量的。\n然而只要交到{flag=Flag_AVG_Heroine_Name}手上就會馬上被吃掉......,使用後，可使波奇Q的心情+10,,,,,,,,,,,,,,
Item_Emotion_Usage_4,珍珠奶茶,1_General,,item_TEST_29,item_bg_04,Consumables,Show,Consumables,4,H_Consumables,-1,GetItem:Item_Attr_Emotion:15,,在年輕女性之間興起大流行的飲料，給波奇Q喝了她的心情會變得很好。,使用後，可使波奇Q的心情+15,,,,,,,,,,,,,,
Item_HMode_Oil_M,M精油,1_General,,item_TEST_1,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,AddBuff:MExpRate:ByHModeRound:20:1,,特製的精油，有著塗抹後使特定性感帶變得敏感的作用，\n使用後微幅提升{flag=Flag_AVG_Heroine_Name} M敏感的成長速度。,在H模式中，M快感經驗獲得量提升12%（H模式結束後失效）,167,,,,,,,,,,,,,
Item_HMode_Oil_B,B精油,1_General,,item_TEST_2,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,AddBuff:BExpRate:ByHModeRound:20:1,,特製的精油，有著塗抹後使特定性感帶變得敏感的作用，\n使用後微幅提升{flag=Flag_AVG_Heroine_Name} B敏感的成長速度。,在H模式中，B快感經驗獲得量提升12%（H模式結束後失效）,168,,,,,,,,,,,,,
Item_HMode_Oil_C,C精油,1_General,,item_TEST_3,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,AddBuff:CExpRate:ByHModeRound:20:1,,特製的精油，有著塗抹後使特定性感帶變得敏感的作用，\n使用後微幅提升{flag=Flag_AVG_Heroine_Name} C敏感的成長速度。,在H模式中，C快感經驗獲得量提升12%（H模式結束後失效）,169,,,,,,,,,,,,,
Item_HMode_Oil_V,V精油,1_General,,item_TEST_4,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,AddBuff:VExpRate:ByHModeRound:20:1,,特製的精油，有著塗抹後使特定性感帶變得敏感的作用，\n使用後微幅提升{flag=Flag_AVG_Heroine_Name} V敏感的成長速度。,在H模式中，V快感經驗獲得量提升12%（H模式結束後失效）,170,,,,,,,,,,,,,
Item_HMode_Oil_A,A精油,1_General,,item_TEST_5,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,AddBuff:AExpRate:ByHModeRound:20:1,,特製的精油，有著塗抹後使特定性感帶變得敏感的作用，\n購買後微幅提升{flag=Flag_AVG_Heroine_Name} A敏感的成長速度。,在H模式中，A快感經驗獲得量提升12%（H模式結束後失效）,171,,,,,,,,,,,,,
Item_HMode_Good_Voucher,好棒棒券,1_General,,item_TEST_6,item_bg_02,H_Consumables,Show,H_Consumables,2,H_Consumables,-1,,,在探索、日常生活中{flag=Flag_AVG_Heroine_Name}表現優異的獎勵，如果{flag=Flag_AVG_Heroine_Name}拿它過來就好好陪她玩一會兒。,在H模式中，初始耐心值增加800,172,,,,,,,,,,,,,
Item_HMode_The_Perfect_Helper,完美小幫手,1_General,,item_TEST_7,item_bg_04,H_Consumables,Show,H_Consumables,4,H_Consumables,-1,,,銀河聯邦開發，從私人行程到商務洽談，連搶劫飛船都能幫你完成的小幫手程式，能讓你從工作中解放，獲得大量的閒暇時間,在H模式中，初始耐心值增加30%,173,,,,,,,,,,,,,
Item_HMode_Fruit,迷情胞子,1_General,,item_TEST_8,item_bg_03,H_Consumables,Show,H_Consumables,3,H_Consumables,-1,,,會散發胞子使人情慾高漲的調教道具。\n使用後能讓{flag=Flag_AVG_Heroine_Name}更容易獲得快感。,在H模式中，初始所有快感量表增加2000經驗值,174,,,,,,,,,,,,,
Item_HMode_Love_Egg,跳蛋,1_General,,item_TEST_9,item_bg_04,Important,Show,Important,4,H_Consumables,1,,,體積小巧，可以用來刺激陰蒂、乳頭的情趣玩具，\n購買後能夠解鎖H介面中的「跳蛋」選項，\n對B(胸部)與C(陰蒂)部位進行調教。,H模式額外演出道具,175,,,,,,,,,,,,,
Item_HMode_Vibrator,按摩棒,1_General,,item_TEST_10,item_bg_04,Important,Show,Important,4,H_Consumables,1,,,透過振動功能刺激性感帶，幫助性愉悅的器械，\n購買後能夠解放H介面中的「按摩棒」選項，\n對C(陰蒂)部位進行調教。,H模式額外演出道具,176,,,,,,,,,,,,,
Item_HMode_Super_Sperm_Shroom,大爆射菇,1_General,,item_TEST_11,item_bg_04,Important,Show,Important,4,H_Consumables,1,,,非常可疑的蘑菇，吃了之後射精畫面在視覺上會變得非常厲害，\n不過也只有視覺上變得厲害而已。,H模式額外演出道具,,,,,,,,,,,,,,
Item_HMode_Love_Toothbrush,雙核動力脈衝音波牙刷,1_General,,item_ICON_12,item_bg_04,Important,Show,Important,4,H_Consumables,1,,,使用音波脈衝360度全方位對最敏感的部位進行極致呵護。\n得到銀河聯邦年度推薦，能有效改善牙齦健康與舒緩壓力的保健用品。\n商家呼籲：請不要使用在口腔保健以外的用途！！\n購買後能夠解鎖H介面中的「電動牙刷」選項，\n對M(嘴巴)部位進行調教。,H模式額外演出道具,,,,,,,,,,,,,,
Item_HMode_Auto,AI程式：性愛機器,1_General,,item_ICON_13,item_bg_04,Important,Show,Important,4,H_Consumables,1,,,專為厭倦肉體與精神都被性所綁架的人開發的AI程式。\n將身體交由AI接管，保有精神上的思考自由！\n購買後可解鎖H介面中的「AUTO」選項。,在H模式中，可使用「自動模式」的道具,,,,,,,,,,,,,,
Item_Buff_1,安心風衣,1_General,,item_TEST_14,item_bg_03,Important,Show,Important,3,Important,1,,,普通的風衣，因為上面沾滿了你的氣味讓{flag=Flag_AVG_Heroine_Name}情有獨鍾，被她當作安心毛毯使用。\n可以提升{flag=Flag_AVG_Heroine_Name}每天的基礎心情值。,每日初始心情+3,,,,,,,,,,,,,,
Item_Buff_2,懶骨頭沙發,1_General,,item_ICON_15,item_bg_04,Important,Show,Important,4,Important,1,,,放鬆用的懶骨頭沙發，但似乎被{flag=Flag_AVG_Heroine_Name}當成了給她買的狗窩。\n偶爾能在沙發裡面找到{flag=Flag_AVG_Heroine_Name}藏起來的小東西或沒吃完的零食。\n可以提升{flag=Flag_AVG_Heroine_Name}每天的基礎心情值。,每日初始心情+5,,,,,,,,,,,,,,
Item_Buff_3,寢子商會-銀卡會員,1_General,,item_TEST_16,item_bg_04,Important,Show,Important,4,Important,1,,,寢子商會的銀卡會員資格，銷貨時對方會以更高的價格收購。\n會員優惠不適用走私渠道，所以買東西是沒折扣的喵 by寢子。\n探索時獲取銀河幣增加。,探索中獲得金錢量增加30%,,,,,,,,,,,,,,
Item_Buff_4,地獄溫控鍋,1_General,,item_ICON_17,item_bg_04,Important,Show,Important,4,Important,1,,,附有溫控警示AI，當設置溫度過低，AI就會用語音狠狠的噴你一頓。\n「這肉生到醫生都能把它救活！」,烹飪用道具，料理額外提升力量10%,,,,,,,,,,,,,,
Item_Buff_5,北斗七星刀具組,1_General,,item_ICON_18,item_bg_04,Important,Show,Important,4,Important,1,,,以北斗七星命名的七種刀具，能處理不同食材和施展各種刀工。\n本為無名刀，相傳首代持有廚師胸前有著北斗七星狀的傷疤，故而得名。,烹飪用道具，料理額外提升敏捷10%,,,,,,,,,,,,,,
Item_Buff_6,衣襟綻裂頭巾,1_General,,item_ICON_19,item_bg_04,Important,Show,Important,4,Important,1,,,相傳綁上以後就能做出美味到讓食客爆衣的料理。\n招待不周！,烹飪用道具，料理額外提升智力10%,,,,,,,,,,,,,,
Item_Buff_7,強而有力廚房套裝,1_General,,item_ICON_20,item_bg_04,Important,Show,Important,4,Important,1,,,對廚房設備進行升級，不要小看這些外觀普通的烤爐、冷藏庫、料理台，\n平凡的姿態下它們個個身懷絕技，\n隱藏機能更是給你帶來意外驚喜呀！,烹飪用道具，料理額外恢復食物能量30%,,,,,,,,,,,,,,
Item_Buff_8,DX 體質強化腰帶,1_General,,item_ICON_21,item_bg_03,Important,Show,Important,3,Important,1,,,附有多種功能強化罐的腰帶，配戴後可自由搭配組合出不同的強化效果。\n原為戰場使用，後來在其他領域挖掘出了新用途。\n「英雄可不能在此退縮啊！」,在H模式中，每次行動耐心值消耗量-20%,,,,,,,,,,,,,,
Item_Buff_9,藍色緊身衣,1_General,,item_ICON_22,item_bg_03,Important,Show,Important,3,Important,1,,,普通的藍色緊身衣，穿上後彷彿能獲得光之子‧庫夫林的戰鬥續行能力。\n「要是因為這種程度就被幹掉，還算哪門子英雄。」,在H模式中，每次行動耐心值消耗量-30%,,,,,,,,,,,,,,
Item_Buff_10,地球人的驕傲,1_General,,item_ICON_23,item_bg_04,Important,Show,Important,4,Important,1,,,不能屈服於外星生命之下的意志。\n你背負的並不是地球人的弱小，而是地球人的驕傲。\n購買後主角更不容易射精。,在H模式中，每次行動射精值增加量-20%,,,,,,,,,,,,,,
